0.00001	-59.9551156	-59.9999968	-59.9999968	0.0000	0.0000	
0.00002	-59.9055438	-59.9999936	-59.9999936	0.0000	0.0000	
0.00003	-59.8562655	-59.9999904	-59.9999904	0.0000	0.0000	
0.00004	-59.807261	-59.9999872	-59.9999872	0.0000	0.0000	
0.00005	-59.758513	-59.9999841	-59.9999841	0.0000	0.0000	
0.00006	-59.7100064	-59.9999809	-59.9999809	0.0000	0.0000	
0.00007	-59.661728	-59.9999778	-59.9999778	0.0000	0.0000	
0.00008	-59.6136657	-59.9999747	-59.9999747	0.0000	0.0000	
0.00009	-59.5658093	-59.9999716	-59.9999716	0.0000	0.0000	
0.0001	-59.5181494	-59.9999685	-59.9999685	0.0000	0.0000	
0.00011	-59.4706778	-59.9999654	-59.9999654	0.0000	0.0000	
0.00012	-59.423387	-59.9999624	-59.9999624	0.0000	0.0000	
0.00013	-59.3762704	-59.9999593	-59.9999593	0.0000	0.0000	
0.00014	-59.3293221	-59.9999563	-59.9999563	0.0000	0.0000	
0.00015	-59.2825366	-59.9999533	-59.9999533	0.0000	0.0000	
0.00016	-59.2359092	-59.9999503	-59.9999503	0.0000	0.0000	
0.00017	-59.1894353	-59.9999473	-59.9999473	0.0000	0.0000	
0.00018	-59.143111	-59.9999443	-59.9999443	0.0000	0.0000	
0.00019	-59.0969327	-59.9999413	-59.9999413	0.0000	0.0000	
0.0002	-59.0508969	-59.9999383	-59.9999383	0.0000	0.0000	
0.00021	-59.0050005	-59.9999354	-59.9999354	0.0000	0.0000	
0.00022	-58.9592408	-59.9999324	-59.9999324	0.0000	0.0000	
0.00023	-58.913615	-59.9999295	-59.9999295	0.0000	0.0000	
0.00024	-58.8681208	-59.9999266	-59.9999266	0.0000	0.0000	
0.00025	-58.8227558	-59.9999236	-59.9999236	0.0000	0.0000	
0.00026	-58.7775178	-59.9999207	-59.9999207	0.0000	0.0000	
0.00027	-58.732405	-59.9999179	-59.9999179	0.0000	0.0000	
0.00028	-58.6874152	-59.999915	-59.999915	0.0000	0.0000	
0.00029	-58.6425469	-59.9999121	-59.9999121	0.0000	0.0000	
0.0003	-58.5977982	-59.9999092	-59.9999092	0.0000	0.0000	
0.00031	-58.5531674	-59.9999064	-59.9999064	0.0000	0.0000	
0.00032	-58.5086531	-59.9999036	-59.9999036	0.0000	0.0000	
0.00033	-58.4642537	-59.9999007	-59.9999007	0.0000	0.0000	
0.00034	-58.4199677	-59.9998979	-59.9998979	0.0000	0.0000	
0.00035	-58.3757938	-59.9998951	-59.9998951	0.0000	0.0000	
0.00036	-58.3317305	-59.9998923	-59.9998923	0.0000	0.0000	
0.00037	-58.2877766	-59.9998895	-59.9998895	0.0000	0.0000	
0.00038	-58.2439307	-59.9998868	-59.9998868	0.0000	0.0000	
0.00039	-58.2001915	-59.999884	-59.999884	0.0000	0.0000	
0.0004	-58.1565579	-59.9998813	-59.9998813	0.0000	0.0000	
0.00041	-58.1130286	-59.9998785	-59.9998785	0.0000	0.0000	
0.00042	-58.0696023	-59.9998758	-59.9998758	0.0000	0.0000	
0.00043	-58.026278	-59.9998731	-59.9998731	0.0000	0.0000	
0.00044	-57.9830543	-59.9998704	-59.9998704	0.0000	0.0000	
0.00045	-57.9399303	-59.9998677	-59.9998677	0.0000	0.0000	
0.00046	-57.8969046	-59.999865	-59.999865	0.0000	0.0000	
0.00047	-57.8539762	-59.9998624	-59.9998624	0.0000	0.0000	
0.00048	-57.8111439	-59.9998597	-59.9998597	0.0000	0.0000	
0.00049	-57.7684067	-59.9998571	-59.9998571	0.0000	0.0000	
0.0005	-57.7257633	-59.9998545	-59.9998545	0.0000	0.0000	
0.00051	-57.6832127	-59.9998519	-59.9998519	0.0000	0.0000	
0.00052	-57.6407537	-59.9998493	-59.9998493	0.0000	0.0000	
0.00053	-57.5983853	-59.9998467	-59.9998467	0.0000	0.0000	
0.00054	-57.5561063	-59.9998441	-59.9998441	0.0000	0.0000	
0.00055	-57.5139157	-59.9998415	-59.9998415	0.0000	0.0000	
0.00056	-57.4718123	-59.999839	-59.999839	0.0000	0.0000	
0.00057	-57.429795	-59.9998364	-59.9998364	0.0000	0.0000	
0.00058	-57.3878627	-59.9998339	-59.9998339	0.0000	0.0000	
0.00059	-57.3460144	-59.9998314	-59.9998314	0.0000	0.0000	
0.0006	-57.3042488	-59.9998289	-59.9998289	0.0000	0.0000	
0.00061	-57.262565	-59.9998264	-59.9998264	0.0000	0.0000	
0.00062	-57.2209617	-59.9998239	-59.9998239	0.0000	0.0000	
0.00063	-57.1794379	-59.9998215	-59.9998215	0.0000	0.0000	
0.00064	-57.1379925	-59.999819	-59.999819	0.0000	0.0000	
0.00065	-57.0966244	-59.9998166	-59.9998166	0.0000	0.0000	
0.00066	-57.0553324	-59.9998142	-59.9998142	0.0000	0.0000	
0.00067	-57.0141154	-59.9998118	-59.9998118	0.0000	0.0000	
0.00068	-56.9729723	-59.9998094	-59.9998094	0.0000	0.0000	
0.00069	-56.9319019	-59.999807	-59.999807	0.0000	0.0000	
0.0007	-56.8909032	-59.9998046	-59.9998046	0.0000	0.0000	
0.00071	-56.849975	-59.9998023	-59.9998023	0.0000	0.0000	
0.00072	-56.8091161	-59.9997999	-59.9997999	0.0000	0.0000	
